long,lat,group,order,Kiez
13.38254812233669,52.63650570537282,3,2233,Pankow
13.38263026600507,52.63650084160867,3,2234,Pankow
13.382679963010489,52.636480992325076,3,2235,Pankow
13.38271423056825,52.63645329243868,3,2236,Pankow
13.38283821063992,52.63630822473277,3,2237,Pankow
13.38286694860079,52.63628896138023,3,2238,Pankow
13.382923176353238,52.63627775311011,3,2239,Pankow
13.38297198841354,52.63628558239316,3,2240,Pankow
13.38304303579836,52.63632626053403,3,2241,Pankow
13.38326901002756,52.636639208687576,3,2242,Pankow
13.38331659062322,52.63667148042318,3,2243,Pankow
13.38337158137781,52.63668570311465,3,2244,Pankow
13.38341797879017,52.6366676441887,3,2245,Pankow
13.383451171996448,52.63661387907194,3,2246,Pankow
13.38347335552718,52.63650212407413,3,2247,Pankow
13.38349709524125,52.63646137096526,3,2248,Pankow
13.38356693408067,52.63643437286427,3,2249,Pankow
13.383637599327168,52.63643415820523,3,2250,Pankow
13.38373879606399,52.63646483206647,3,2251,Pankow
13.383796026901829,52.63647052133113,3,2252,Pankow
13.38385355954439,52.63646569618816,3,2253,Pankow
13.38394100042289,52.63645023749086,3,2254,Pankow
13.384015015554208,52.63641704652046,3,2255,Pankow
13.38411039702134,52.63641975804337,3,2256,Pankow
13.38418975724944,52.63638936392052,3,2257,Pankow
13.38426861829873,52.63640525268962,3,2258,Pankow
13.384327463562869,52.63642748140423,3,2259,Pankow
13.38435597104155,52.63642780926757,3,2260,Pankow
13.38437568780536,52.63640942583565,3,2261,Pankow
13.38439406548202,52.63636875146408,3,2262,Pankow
13.384387522398407,52.6363180504148,3,2263,Pankow
13.384413906294439,52.63628368341947,3,2264,Pankow
13.38445883094842,52.63626741851234,3,2265,Pankow
13.38451609679692,52.63626672660461,3,2266,Pankow
13.38456170680455,52.63628083971912,3,2267,Pankow
13.384610447862388,52.63634582663287,3,2268,Pankow
13.384676723054238,52.63636842982545,3,2269,Pankow
13.38473017508375,52.63637447041563,3,2270,Pankow
13.3848041375328,52.63635071538134,3,2271,Pankow
13.384855602603238,52.63627505841666,3,2272,Pankow
13.38495305213838,52.63623400592169,3,2273,Pankow
13.38504666311806,52.63622628795628,3,2274,Pankow
13.38510615822533,52.63624114812279,3,2275,Pankow
13.38515061359574,52.63626586352862,3,2276,Pankow
13.38518522654578,52.63630799400244,3,2277,Pankow
